PhraseId,SentenceId,Phrase
424,16,"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story ."
98683,5175,"on an emotional level , funnier , and"
5435,217,A superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with '
24075,1094,rowdy
123124,6608,"because , unlike so many other Hollywood movies of its ilk , it offers hope"
51463,2534,neo-Hitchcockianism
76054,3902,Shearer 's
88303,4586,affected and
134790,7275,inherently funny
26967,1238,keep our interest
25596,1169,should instead
136051,7350,Often overwrought and
43941,2130,"from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting"
467,17,the woman who inspired it
81187,4183,Saturday Night Live sketch
73687,3768,Liu
138328,7489,The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...
119001,6360,easy jokes and insults
96827,5058,purpose or
124499,6689,with a momentum that never lets up
29131,1348,Black manhood
118002,6303,naturalism
115616,6161,eats up the screen
154981,8478,were already tired 10 years ago
31819,1491,A sometimes incisive and sensitive portrait that is
10395,437,such the film
126410,6796,"It 's a frightful vanity film that , no doubt , pays off what debt Miramax felt they owed to Benigni ."
109386,5793,"gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging"
2966,112,self-glorified Martin Lawrence lovefest
108164,5722,Dripping
65282,3305,"This little film is so slovenly done , so primitive in technique , that it ca n't really be called animation ."
59100,2981,"has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange"
150387,8193,sometimes beautiful adaptation
77138,3967,in and of himself funny
51332,2528,a dream is a wish your heart makes
77879,4006,redone
21845,978,The Emperor 's
3758,142,mug
106986,5649,"its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case"
107849,5703,the soullessness of work
42340,2040,hippie-turned-yuppie
87232,4524,death penalty
118936,6356,parrots
16067,691,please people
149088,8112,reveals the curse of a self-hatred instilled by rigid social mores
120145,6425,'ll keep watching the skies for his next project
128195,6898,the most important and exhilarating forms of animated filmmaking since old Walt
93917,4900,"You can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer ."
132549,7147,from Kevin Kline who unfortunately works with a two star script
106637,5631,the more serious-minded concerns
50037,2455,overladen
102002,5369,near the back
73548,3759,exhausted
152004,8294,"his tone retains a genteel , prep-school quality that feels dusty and leatherbound"
54295,2698,the band
110725,5866,loved classic
97426,5096,"Alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ."
69588,3538,it still seems endless .
76231,3911,none of the plot ` surprises ' are really surprising
71534,3649,to be missing a great deal of the acerbic repartee of the play
10776,458,"Love may have been in the air onscreen ,"
143551,7791,if indeed there is one
87445,4535,amusing personalities
92637,4826,"is a distinct rarity , and an event"
112255,5961,in the middle of a war zone
126822,6819,you 're into rap
33483,1570,to rise above its disgusting source material
136530,7382,The Chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .
35164,1653,"see this turd squashed under a truck , preferably a semi"
127385,6851,`` Solaris ''
13704,590,"a rollicking adventure for you and all your mateys , regardless of their ages"
113440,6028,love and humility
76485,3930,"This one is certainly well-meaning , but"
75678,3879,to make it entertaining
149794,8155,he portrays himself in a one-note performance
123743,6644,microscope
19444,852,Gentle Into That Good Theatre
63160,3193,Cletis Tout never becomes the clever crime comedy it thinks it is
87827,4561,about to turn onto a different path
102230,5379,relate to any of the characters
45905,2232,exploratory
97385,5093,tundra soap opera
65177,3298,garish
7391,301,across as shallow and glib though
109894,5821,overcomes the script 's flaws
127760,6870,express their own views
15850,680,"aging , suffering and"
59156,2985,"I prefer Soderbergh 's concentration on his two lovers over Tarkovsky 's mostly male , mostly patriarchal debating societies ."
5481,218,"An earnest , roughshod document"
65516,3318,"is a disaster of a story , full of holes and completely lacking in chills"
137401,7433,", at best ,"
144013,7816,something other
132935,7169,of high humidity
22403,1010,a cold blanket of urban desperation
40016,1916,A full experience
20787,927,flopping dolphin-gasm
72040,3678,every single facet
92140,4795,backhanded ode
52669,2608,"that , come to think of it , the day-old shelf would be a more appropriate location to store it"
29149,1349,"with unlikable , spiteful idiots"
98963,5190,accompanying
121930,6534,to sneak out of the theater
109767,5815,but none of the sheer lust -RRB-
19537,857,hollow mockumentary
2276,87,"recommended viewing for its courage , ideas , technical proficiency and great acting ."
46258,2251,Potty-mouthed
124542,6691,where Ms. Shu is an institution
58691,2960,goes off the rails in its final 10 or 15 minutes
6420,254,otherwise bleak tale
52677,2608,the day-old shelf
118875,6352,"this self-deprecating , biting and witty feature written by Charlie Kaufman and his twin brother , Donald , and directed by Spike Jonze"
92488,4817,card sentimentality
86356,4471,has secrets buried at the heart of his story and knows how to take time revealing them
120154,6426,a witty expose on the banality and hypocrisy of too much kid-vid
27369,1257,two parts
67878,3446,from a lobotomy
77558,3989,inter-family
132606,7151,A gripping documentary that
15510,664,is definitely
38734,1846,"get the idea , though , that Kapur intended the film to be more than that ."
147236,8011,"But , like Silence , it 's a movie that gets under your skin ."
83489,4314,than its 2002 children 's - movie competition
68750,3493,abandon their scripts and
83276,4300,that may strain adult credibility
131335,7077,"No new plot conceptions or environmental changes ,"
49602,2430,probing
149430,8133,fun factor
719,26,mongrel
41702,2007,The sequel is everything the original was not
94764,4944,a single iota worse
145507,7909,"paranoia , and"
124336,6678,Gabriele
69000,3505,What a pity
121362,6500,to share the silver screen
39255,1873,"whooshing you from one visual marvel to the next , hastily , emptily"
147495,8027,"the problems of fledgling democracies , but also the strength and sense of freedom the Iranian people already possess , with or without access to the ballot box"
92967,4843,rolling your eyes in the dark
38523,1836,you could shake a stick at
109724,5813,visible boom mikes
124093,6662,"see her Esther blossom as an actress ,"
77351,3978,great for the kids
113827,6049,without cribbing any of their intelligence
33316,1561,unpleasantly
154130,8420,elderly propensity
148584,8084,German-Expressionist
116188,6192,integrating the characters
136877,7403,Craig Bartlett and director Tuck Tucker should be commended for illustrating the merits of fighting hard for something that really matters .
20259,902,"Distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register"
62565,3164,complexities
25515,1167,mixing
143494,7788,the service of a limpid and conventional historical fiction
63696,3225,a diverting enough hour-and-a-half
130777,7046,One lousy movie
135455,7315,"self-consciously flashy camera effects , droning house music and"
54299,2698,converts
149387,8129,struck me as unusually and unimpressively fussy and pretentious .
93115,4851,sucked out
38491,1833,frailty fascinates
42041,2023,drop everything and run to Ichi
116621,6219,Vanessa Redgrave 's career
149711,8150,thoughtful movie
117821,6292,"dip into your wallet ,"
32281,1514,Harry
38983,1859,we know it
97390,5093,extraordinary life
90883,4728,using an omniscient voice-over narrator in the manner of French New Wave films
9383,390,artificial
34149,1604,'s because relatively nothing happens .
14452,622,lyrical variations
142405,7727,"just utter ` uhhh , ' which is better than most of the writing in the movie"
26826,1230,is more interesting -LRB- and funnier -RRB- than his
134938,7283,non-porn
149832,8158,to little more than preliminary notes for a science-fiction horror film
141516,7677,fresh territory
17744,768,Simpsons
10714,454,of it
758,28,smiles
125593,6747,"Collateral Damage offers formula payback and the Big Payoff , but"
8250,342,acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .
66194,3356,tormented by his heritage
72564,3707,months
66317,3364,As banal as the telling may be
91236,4747,A tone poem of transgression .
148225,8066,"can certainly go the distance , but is n't world championship material"
111995,5945,be said about Stealing Harvard
47087,2296,"enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never"
141016,7648,falling short as a whole
22761,1030,have become a Spielberg trademark
44362,2150,with little harm done
28519,1318,in a brief amount of time
115968,6182,"Franco is an excellent choice for the walled-off but combustible hustler ,"
